,날짜,종가
2381,2009.10.27,1620.54
2382,2009.10.26,1620.6
2383,2009.10.23,1619.05
2384,2009.10.22,1606.42
2385,2009.10.21,1611.88
2386,2009.10.20,1599.52
2387,2009.10.19,1524.5
2388,2009.10.16,1555.6
2389,2009.10.15,1569.72
2390,2009.10.14,1591.63
2391,2009.10.13,1615.0
2392,2009.10.12,1624.76
2393,2009.10.09,1632.65
2394,2009.10.08,1627.78
2395,2009.10.07,1634.17
2396,2009.10.06,1652.73
2397,2009.10.05,1656.9
2398,2009.10.01,1664.77
2399,2009.09.30,1665.85
2400,2009.09.29,1664.24
2401,2009.09.28,1647.84
2402,2009.09.25,1647.04
2403,2009.09.24,1644.23
2404,2009.09.23,1655.54
2405,2009.09.22,1661.35
2406,2009.09.21,1682.34
2407,2009.09.18,1685.59
2408,2009.09.17,1672.48
2409,2009.09.16,1682.77
2410,2009.09.15,1696.14
2411,2009.09.14,1690.62
2412,2009.09.11,1705.32
2413,2009.09.10,1683.45
2414,2009.09.09,1695.26
2415,2009.09.08,1694.12
2416,2009.09.07,1698.64
2417,2009.09.04,1671.41
2418,2009.09.03,1685.77
2419,2009.09.02,1701.8
2420,2009.09.01,1711.78
2421,2009.08.31,1710.22
2422,2009.08.28,1714.38
2423,2009.08.27,1722.01
2424,2009.08.26,1684.35
2425,2009.08.25,1670.2
2426,2009.08.24,1637.34
2427,2009.08.21,1625.48
2428,2009.08.20,1642.43
2429,2009.08.19,1602.43
2430,2009.08.18,1606.44
2431,2009.08.17,1595.81
2432,2009.08.14,1615.02
2433,2009.08.13,1616.42
2434,2009.08.12,1567.12
2435,2009.08.11,1552.79
2436,2009.08.10,1570.49
2437,2009.08.07,1570.12
2438,2009.08.06,1597.81
2439,2009.08.05,1593.66
2440,2009.08.04,1601.05
2441,2009.08.03,1627.43
2442,2009.07.31,1621.19
2443,2009.07.30,1593.9
2444,2009.07.29,1627.1
2445,2009.07.28,1628.9
2446,2009.07.27,1612.83
2447,2009.07.24,1587.51
2448,2009.07.23,1594.58
2449,2009.07.22,1615.12
2450,2009.07.21,1622.44
2451,2009.07.20,1618.2
2452,2009.07.17,1634.57
2453,2009.07.16,1660.04
2454,2009.07.15,1660.83
2455,2009.07.14,1662.24
2456,2009.07.13,1656.62
2457,2009.07.10,1662.74
2458,2009.07.09,1649.5
2459,2009.07.08,1648.01
2460,2009.07.07,1682.86
2461,2009.07.06,1675.17
2462,2009.07.03,1686.11
2463,2009.07.02,1672.67
2464,2009.07.01,1681.82
2465,2009.06.30,1681.01
2466,2009.06.29,1688.39
2467,2009.06.26,1697.72
2468,2009.06.25,1691.99
2469,2009.06.24,1700.19
2470,2009.06.23,1692.85
2471,2009.06.22,1719.17
2472,2009.06.19,1723.49
2473,2009.06.18,1724.99
2474,2009.06.17,1726.09
2475,2009.06.16,1726.6
2476,2009.06.15,1733.78
2477,2009.06.12,1724.47
2478,2009.06.11,1710.3
2479,2009.06.10,1710.59
2480,2009.06.09,1735.33
2481,2009.06.08,1743.91
2482,2009.06.05,1734.49
2483,2009.06.04,1705.3
2484,2009.06.03,1718.03
2485,2009.06.02,1747.58
2486,2009.06.01,1739.52
2487,2009.05.29,1737.03
2488,2009.05.28,1752.2
2489,2009.05.27,1749.55
2490,2009.05.26,1733.91
2491,2009.05.25,1728.42
2492,2009.05.22,1741.56
2493,2009.05.21,1721.21
2494,2009.05.20,1718.75
2495,2009.05.19,1684.71
2496,2009.05.18,1647.5
2497,2009.05.15,1677.63
2498,2009.05.14,1670.24
2499,2009.05.13,1663.03
2500,2009.05.12,1694.58
2501,2009.05.11,1695.63
2502,2009.05.08,1651.51
2503,2009.05.07,1643.24
2504,2009.05.06,1630.08
2505,2009.05.04,1600.18
2506,2009.04.30,1604.93
2507,2009.04.29,1560.83
2508,2009.04.28,1582.12
2509,2009.04.27,1607.5
2510,2009.04.24,1622.78
2511,2009.04.23,1641.25
2512,2009.04.22,1630.4
2513,2009.04.21,1661.84
2514,2009.04.20,1664.13
2515,2009.04.17,1637.97
2516,2009.04.16,1651.48
2517,2009.04.15,1647.22
2518,2009.04.14,1651.7
2519,2009.04.13,1675.34
2520,2009.04.10,1690.6
2521,2009.04.09,1690.03
2522,2009.04.08,1705.33
2523,2009.04.07,1707.92
2524,2009.04.06,1711.95
2525,2009.04.03,1739.68
2526,2009.04.02,1731.48
2527,2009.04.01,1725.82
2528,2009.03.31,1739.87
2529,2009.03.30,1729.84
2530,2009.03.27,1732.03
2531,2009.03.26,1707.76
2532,2009.03.25,1698.29
2533,2009.03.24,1686.24
2534,2009.03.23,1671.82
2535,2009.03.20,1675.37
2536,2009.03.19,1684.94
2537,2009.03.18,1675.65
2538,2009.03.17,1698.64
2539,2009.03.16,1723.01
2540,2009.03.13,1734.05
2541,2009.03.12,1735.08
2542,2009.03.11,1758.01
2543,2009.03.10,1751.29
2544,2009.03.09,1738.45
2545,2009.03.06,1731.95
2546,2009.03.05,1736.77
2547,2009.03.04,1748.78
2548,2009.03.03,1735.53
2549,2009.03.02,1758.06
2550,2009.02.27,1769.07
2551,2009.02.26,1768.31
2552,2009.02.25,1773.47
2553,2009.02.24,1770.88
2554,2009.02.23,1759.33
2555,2009.02.20,1782.27
2556,2009.02.19,1790.6
2557,2009.02.18,1789.26
2558,2009.02.17,1783.86
2559,2009.02.16,1783.83
2560,2009.02.13,1790.17
2561,2009.02.12,1781.13
2562,2009.02.11,1758.19
2563,2009.02.10,1721.75
2564,2009.02.09,1746.24
2565,2009.02.06,1743.31
2566,2009.02.05,1755.03
2567,2009.02.04,1761.99
2568,2009.02.03,1779.64
2569,2009.02.02,1775.54
2570,2009.01.30,1767.71
2571,2009.01.29,1760.53
2572,2009.01.28,1734.79
2573,2009.01.23,1729.76
2574,2009.01.22,1729.56
2575,2009.01.21,1760.13
2576,2009.01.20,1742.75
2577,2009.01.19,1764.69
2578,2009.01.16,1775.73
2579,2009.01.15,1780.02
2580,2009.01.14,1792.42
2581,2009.01.13,1787.74
2582,2009.01.12,1779.22
2583,2009.01.09,1784.36
2584,2009.01.08,1802.58
2585,2009.01.07,1818.86
2586,2009.01.06,1815.25
2587,2009.01.05,1823.88
2588,2009.01.02,1811.85
2589,2008.12.30,1827.35
2590,2008.12.29,1832.63
2591,2008.12.26,1846.6
2592,2008.12.24,1860.83
2593,2008.12.23,1855.97
2594,2008.12.22,1866.45
2595,2008.12.19,1872.81
2596,2008.12.18,1876.73
2597,2008.12.17,1879.29
2598,2008.12.16,1878.94
2599,2008.12.15,1903.95
2600,2008.12.12,1900.85
2601,2008.12.11,1897.07
2602,2008.12.10,1889.91
2603,2008.12.09,1868.04
2604,2008.12.08,1876.15
2605,2008.12.05,1899.76
2606,2008.12.04,1902.29
2607,2008.12.03,1875.42
2608,2008.12.02,1857.32
2609,2008.12.01,1870.44
2610,2008.11.28,1874.69
2611,2008.11.27,1897.31
2612,2008.11.26,1915.71
2613,2008.11.25,1919.41
2614,2008.11.24,1909.54
2615,2008.11.21,1907.87
2616,2008.11.20,1882.95
2617,2008.11.19,1914.74
2618,2008.11.18,1918.04
2619,2008.11.17,1935.97
2620,2008.11.14,1942.5
2621,2008.11.13,1938.96
2622,2008.11.12,1942.41
2623,2008.11.11,1947.46
2624,2008.11.10,1967.85
2625,2008.11.07,1914.73
2626,2008.11.06,1913.12
2627,2008.11.05,1913.81
2628,2008.11.04,1899.13
2629,2008.11.03,1897.11
2630,2008.10.31,1927.86
2631,2008.10.30,1940.96
2632,2008.10.29,1944.34
2633,2008.10.28,1928.94
2634,2008.10.27,1925.98
2635,2008.10.24,1927.68
2636,2008.10.23,1901.8
2637,2008.10.22,1895.54
2638,2008.10.21,1904.63
2639,2008.10.20,1929.32
2640,2008.10.17,1950.26
2641,2008.10.16,1957.26
2642,2008.10.15,1953.64
2643,2008.10.14,1962.52
2644,2008.10.13,1955.72
2645,2008.10.10,1988.96
2646,2008.10.09,1986.14
2647,2008.10.08,1996.59
2648,2008.10.07,2009.05
2649,2008.10.06,2017.48
2650,2008.10.02,2009.24
2651,2008.10.01,2026.3
2652,2008.09.30,2020.28
2653,2008.09.29,2037.09
2654,2008.09.26,2038.11
2655,2008.09.25,2037.53
2656,2008.09.24,2029.6
2657,2008.09.23,2022.19
2658,2008.09.22,2033.32
2659,2008.09.19,2043.49
2660,2008.09.18,2051.0
2661,2008.09.17,2070.08
2662,2008.09.16,2085.14
2663,2008.09.12,2082.55
2664,2008.09.11,2077.61
2665,2008.09.10,2086.2
2666,2008.09.09,2080.81
2667,2008.09.08,2088.32
2668,2008.09.05,2094.95
2669,2008.09.04,2089.48
2670,2008.09.03,2108.17
2671,2008.09.02,2099.85
2672,2008.09.01,2096.48
2673,2008.08.29,2115.69
2674,2008.08.28,2106.66
2675,2008.08.27,2069.92
2676,2008.08.26,2082.16
2677,2008.08.25,2086.67
2678,2008.08.22,2110.46
2679,2008.08.21,2115.01
2680,2008.08.20,2107.87
2681,2008.08.19,2069.73
2682,2008.08.18,2072.03
2683,2008.08.14,2081.74
2684,2008.08.13,2069.7
2685,2008.08.12,2045.58
2686,2008.08.11,2008.5
2687,2008.08.08,1977.19
2688,2008.08.07,2014.59
2689,2008.08.06,2010.52
2690,2008.08.05,1989.11
2691,2008.08.04,1977.22
2692,2008.08.01,2013.14
2693,2008.07.31,2005.3
2694,2008.07.30,1969.92
2695,2008.07.29,1961.63
2696,2008.07.28,1949.88
2697,2008.07.25,1963.43
2698,2008.07.24,1939.3
2699,2008.07.23,1928.24
2700,2008.07.22,1970.66
2701,2008.07.21,2004.68
2702,2008.07.18,1980.27
2703,2008.07.17,1996.32
2704,2008.07.16,2001.47
2705,2008.07.15,1981.58
2706,2008.07.14,1955.54
2707,2008.07.11,1971.23
2708,2008.07.10,1923.92
2709,2008.07.09,1957.97
2710,2008.07.08,1959.03
2711,2008.07.07,1981.13
2712,2008.07.04,2003.42
2713,2008.07.03,2013.66
2714,2008.07.02,2012.18
2715,2008.07.01,2036.78
2716,2008.06.30,2054.04
2717,2008.06.27,2056.39
2718,2008.06.26,2072.13
2719,2008.06.25,2091.38
2720,2008.06.24,2106.7
2721,2008.06.23,2121.01
2722,2008.06.20,2115.87
2723,2008.06.19,2130.43
2724,2008.06.18,2126.71
2725,2008.06.17,2122.14
2726,2008.06.16,2127.97
2727,2008.06.13,2122.39
2728,2008.06.12,2089.4
2729,2008.06.11,2121.92
2730,2008.06.10,2141.06
2731,2008.06.09,2140.5
2732,2008.06.05,2137.72
2733,2008.06.04,2122.68
2734,2008.06.03,2169.91
2735,2008.06.02,2198.54
2736,2008.05.30,2197.82
2737,2008.05.29,2216.0
2738,2008.05.28,2206.3
2739,2008.05.27,2206.7
2740,2008.05.26,2208.35
2741,2008.05.23,2192.36
2742,2008.05.22,2228.96
2743,2008.05.21,2200.73
2744,2008.05.20,2180.64
2745,2008.05.19,2147.45
2746,2008.05.16,2139.17
2747,2008.05.15,2166.63
2748,2008.05.14,2122.65
2749,2008.05.13,2120.08
2750,2008.05.09,2104.18
2751,2008.05.08,2102.41
2752,2008.05.07,2135.78
2753,2008.05.06,2095.51
2754,2008.05.02,2111.5
2755,2008.04.30,2055.71
2756,2008.04.29,2061.76
2757,2008.04.28,2035.87
2758,2008.04.25,2091.91
2759,2008.04.24,2100.24
2760,2008.04.23,2093.79
2761,2008.04.22,2142.47
2762,2008.04.21,2141.34
2763,2008.04.18,2114.2
2764,2008.04.17,2113.47
2765,2008.04.16,2099.71
2766,2008.04.15,2083.35
2767,2008.04.14,2071.42
2768,2008.04.11,2046.67
2769,2008.04.10,2048.74
2770,2008.04.08,2076.83
2771,2008.04.07,2086.53
2772,2008.04.04,2046.63
2773,2008.04.03,2031.93
2774,2008.04.02,2019.65
2775,2008.04.01,2048.17
2776,2008.03.31,2063.9
2777,2008.03.28,2055.86
2778,2008.03.27,2090.81
2779,2008.03.26,2070.29
2780,2008.03.25,2062.91
2781,2008.03.24,2094.42
2782,2008.03.21,2100.69
2783,2008.03.20,2125.74
2784,2008.03.19,2145.3
2785,2008.03.18,2161.75
2786,2008.03.17,2171.19
2787,2008.03.14,2180.59
2788,2008.03.13,2180.35
2789,2008.03.12,2157.16
2790,2008.03.11,2109.73
2791,2008.03.10,2129.64
2792,2008.03.07,2130.07
2793,2008.03.06,2145.2
2794,2008.03.05,2130.48
2795,2008.03.04,2130.21
2796,2008.03.03,2154.95
2797,2008.02.29,2145.04
2798,2008.02.28,2171.23
2799,2008.02.27,2150.48
2800,2008.02.26,2168.7
2801,2008.02.25,2174.31
2802,2008.02.22,2155.85
2803,2008.02.21,2133.21
2804,2008.02.20,2172.31
2805,2008.02.19,2121.27
2806,2008.02.18,2066.26
2807,2008.02.15,2018.47
2808,2008.02.14,1943.75
2809,2008.02.13,1869.45
2810,2008.02.12,1801.35
2811,2008.02.11,1806.24
2812,2008.02.05,1817.44
2813,2008.02.04,1793.31
2814,2008.02.01,1879.87
2815,2008.01.31,1892.67
2816,2008.01.30,1860.58
2817,2008.01.29,1744.88
2818,2008.01.28,1710.7
2819,2008.01.25,1776.68
2820,2008.01.24,1754.78
2821,2008.01.23,1764.58
2822,2008.01.22,1778.95
2823,2008.01.21,1829.5
2824,2008.01.18,1843.82
2825,2008.01.17,1880.11
2826,2008.01.16,1880.7
2827,2008.01.15,1867.75
2828,2008.01.14,1785.83
2829,2008.01.11,1766.71
2830,2008.01.10,1833.46
2831,2008.01.09,1846.64
2832,2008.01.08,1812.93
2833,2008.01.07,1749.16
2834,2008.01.04,1774.08
2835,2008.01.03,1840.1
2836,2008.01.02,1820.94
2837,2007.12.28,1837.97
2838,2007.12.27,1854.28
2839,2007.12.26,1800.55
2840,2007.12.24,1697.44
2841,2007.12.21,1652.71
2842,2007.12.20,1735.71
2843,2007.12.18,1723.09
2844,2007.12.17,1769.29
2845,2007.12.14,1769.65
2846,2007.12.13,1706.19
2847,2007.12.12,1666.52
2848,2007.12.11,1710.32
2849,2007.12.10,1759.77
2850,2007.12.07,1766.44
2851,2007.12.06,1795.02
2852,2007.12.05,1809.5
2853,2007.12.04,1823.1
2854,2007.12.03,1835.4
2855,2007.11.30,1865.18
2856,2007.11.29,1838.9
2857,2007.11.28,1855.92
2858,2007.11.27,1805.09
2859,2007.11.26,1838.38
2860,2007.11.23,1898.32
2861,2007.11.22,1888.65
2862,2007.11.21,1894.31
2863,2007.11.20,1922.04
2864,2007.11.19,1929.48
2865,2007.11.16,1909.03
2866,2007.11.15,1909.63
2867,2007.11.14,1898.01
2868,2007.11.13,1869.96
2869,2007.11.12,1928.41
2870,2007.11.09,1919.1
2871,2007.11.08,1903.14
2872,2007.11.07,1907.53
2873,2007.11.06,1813.25
2874,2007.11.05,1863.45
2875,2007.11.02,1902.81
2876,2007.11.01,1886.12
2877,2007.10.31,1856.07
2878,2007.10.30,1876.67
2879,2007.10.29,1839.17
2880,2007.10.26,1820.03
2881,2007.10.25,1826.28
2882,2007.10.24,1783.1
2883,2007.10.23,1795.06
2884,2007.10.22,1776.4
2885,2007.10.19,1815.28
2886,2007.10.18,1856.52
2887,2007.10.17,1847.51
2888,2007.10.16,1916.18
2889,2007.10.15,1916.04
2890,2007.10.12,1922.9
2891,2007.10.11,1902.82
2892,2007.10.10,1919.42
2893,2007.10.09,1912.39
2894,2007.10.08,1874.75
2895,2007.10.05,1899.76
2896,2007.10.04,1864.06
2897,2007.10.02,1857.75
2898,2007.10.01,1819.11
2899,2007.09.28,1839.96
2900,2007.09.27,1776.93
2901,2007.09.21,1793.06
2902,2007.09.20,1848.41
2903,2007.09.19,1847.49
2904,2007.09.18,1867.22
2905,2007.09.17,1856.7
2906,2007.09.14,1842.02
2907,2007.09.13,1825.12
2908,2007.09.12,1825.74
2909,2007.09.11,1826.37
2910,2007.09.10,1875.41
2911,2007.09.07,1866.22
2912,2007.09.06,1863.74
2913,2007.09.05,1843.14
2914,2007.09.04,1826.49
2915,2007.09.03,1853.22
2916,2007.08.31,1845.55
2917,2007.08.30,1864.57
2918,2007.08.29,1875.68
2919,2007.08.28,1859.27
2920,2007.08.27,1892.74
2921,2007.08.24,1892.39
2922,2007.08.23,1914.97
2923,2007.08.22,1949.89
2924,2007.08.21,1952.23
2925,2007.08.20,1957.18
2926,2007.08.17,1964.83
2927,2007.08.16,1940.55
2928,2007.08.14,1955.79
2929,2007.08.13,1959.24
2930,2007.08.10,1984.3
2931,2007.08.09,1972.34
2932,2007.08.08,1973.13
2933,2007.08.07,1981.59
2934,2007.08.06,2003.73
2935,2007.08.03,2014.62
2936,2007.08.02,1993.71
2937,2007.08.01,2005.74
2938,2007.07.31,2002.64
2939,2007.07.30,2025.32
2940,2007.07.27,1997.45
2941,2007.07.26,2023.47
2942,2007.07.25,2024.9
2943,2007.07.24,2024.24
2944,2007.07.23,2028.65
2945,2007.07.20,2007.8
2946,2007.07.19,2019.89
2947,2007.07.18,1991.16
2948,2007.07.16,2003.69
2949,2007.07.13,2030.25
2950,2007.07.12,2034.63
2951,2007.07.11,2016.06
2952,2007.07.10,2000.36
2953,2007.07.09,1982.15
2954,2007.07.06,2000.76
2955,2007.07.05,2018.3
2956,2007.07.04,2002.5
2957,2007.07.03,2025.04
2958,2007.07.02,2045.08
2959,2007.06.29,2043.76
2960,2007.06.28,2034.44
2961,2007.06.27,2047.0
2962,2007.06.26,2042.15
2963,2007.06.25,2027.23
2964,2007.06.22,2026.12
2965,2007.06.21,2026.83
2966,2007.06.20,2019.19
2967,2007.06.19,2039.76
2968,2007.06.18,2031.74
2969,2007.06.15,2014.41
2970,2007.06.14,2014.04
2971,2007.06.13,2029.29
2972,2007.06.12,2049.28
2973,2007.06.11,2018.61
2974,2007.06.08,2028.77
2975,2007.06.07,2029.03
2976,2007.06.05,1997.08
2977,2007.06.04,1994.41
2978,2007.06.01,1986.63
2979,2007.05.31,2008.91
2980,2007.05.30,1992.63
2981,2007.05.29,1985.3
2982,2007.05.28,2004.53
2983,2007.05.25,1999.86
2984,2007.05.23,1974.65
2985,2007.05.22,1972.63
2986,2007.05.21,1963.42
2987,2007.05.18,1961.98
2988,2007.05.17,1964.04
2989,2007.05.16,1975.35
2990,2007.05.15,1981.99
2991,2007.05.14,1999.07
2992,2007.05.11,1995.11
2993,2007.05.10,1989.15
2994,2007.05.09,1956.44
2995,2007.05.08,1967.01
2996,2007.05.07,1950.29
2997,2007.05.04,1944.93
2998,2007.05.03,1917.13
2999,2007.05.02,1913.73
3000,2007.04.30,1898.96
3001,2007.04.27,1840.53
3002,2007.04.26,1845.24
3003,2007.04.25,1782.46
3004,2007.04.24,1799.13
3005,2007.04.23,1828.69
3006,2007.04.20,1808.62
3007,2007.04.19,1814.47
3008,2007.04.18,1824.17
3009,2007.04.17,1849.91
3010,2007.04.16,1844.86
3011,2007.04.13,1843.47
3012,2007.04.12,1834.51
3013,2007.04.11,1783.13
3014,2007.04.10,1801.85
3015,2007.04.09,1847.95
3016,2007.04.06,1835.64
3017,2007.04.05,1867.04
3018,2007.04.04,1854.74
3019,2007.04.03,1859.32
3020,2007.04.02,1871.48
3021,2007.03.30,1858.16
3022,2007.03.29,1891.71
3023,2007.03.28,1891.77
3024,2007.03.27,1904.12
3025,2007.03.26,1889.15
3026,2007.03.23,1847.39
3027,2007.03.22,1825.38
3028,2007.03.21,1817.81
3029,2007.03.20,1817.65
3030,2007.03.19,1819.18
3031,2007.03.16,1854.01
3032,2007.03.15,1851.65
3033,2007.03.14,1867.82
3034,2007.03.13,1874.45
3035,2007.03.12,1875.49
3036,2007.03.09,1858.2
3037,2007.03.08,1836.13
3038,2007.03.07,1829.45
3039,2007.03.06,1826.39
3040,2007.03.05,1785.39
3041,2007.03.02,1812.89
3042,2007.02.28,1817.79
3043,2007.02.27,1821.96
3044,2007.02.26,1794.91
3045,2007.02.23,1822.96
3046,2007.02.22,1822.93
3047,2007.02.21,1789.44
3048,2007.02.20,1793.93
3049,2007.02.16,1769.31
3050,2007.02.15,1782.47
3051,2007.02.14,1829.16
3052,2007.02.13,1843.79
3053,2007.02.12,1881.99
3054,2007.02.09,1879.93
3055,2007.02.08,1869.4
3056,2007.02.07,1848.68
3057,2007.02.06,1885.88
3058,2007.02.05,1886.8
3059,2007.02.02,1903.23
3060,2007.02.01,1940.59
3061,2007.01.31,1946.4
3062,2007.01.30,1932.44
3063,2007.01.29,1956.96
3064,2007.01.26,1957.91
3065,2007.01.25,1946.54
3066,2007.01.24,1946.31
3067,2007.01.23,1943.22
3068,2007.01.22,1935.19
3069,2007.01.19,1942.54
3070,2007.01.18,1919.81
3071,2007.01.17,1917.87
3072,2007.01.16,1916.33
3073,2007.01.15,1928.54
3074,2007.01.12,1906.38
3075,2007.01.11,1905.12
3076,2007.01.10,1912.71
3077,2007.01.09,1907.13
3078,2007.01.08,1874.03
3079,2007.01.05,1881.24
3080,2007.01.04,1929.58
3081,2007.01.03,1924.7
3082,2007.01.02,1920.0
3083,2006.12.28,1950.03
3084,2006.12.27,1950.69
3085,2006.12.26,2007.58
3086,2006.12.22,2002.35
3087,2006.12.21,2004.96
3088,2006.12.20,2007.88
3089,2006.12.19,1990.33
3090,2006.12.18,2002.37
3091,2006.12.15,2003.44
3092,2006.12.14,1991.41
3093,2006.12.13,1980.44
3094,2006.12.12,1988.7
3095,2006.12.11,1996.21
3096,2006.12.08,1996.03
3097,2006.12.07,1992.68
3098,2006.12.06,1995.17
3099,2006.12.05,1981.89
3100,2006.12.04,1979.04
3101,2006.12.01,1948.22
3102,2006.11.30,1933.09
3103,2006.11.29,1933.26
3104,2006.11.28,1925.59
3105,2006.11.27,1941.54
3106,2006.11.24,1955.15
3107,2006.11.23,1959.12
3108,2006.11.22,1943.84
3109,2006.11.21,1941.59
3110,2006.11.20,1926.81
3111,2006.11.17,1913.96
3112,2006.11.16,1924.5
3113,2006.11.15,1891.43
3114,2006.11.14,1891.52
3115,2006.11.13,1899.58
3116,2006.11.10,1912.06
3117,2006.11.09,1898.44
3118,2006.11.08,1918.72
3119,2006.11.07,1908.22
3120,2006.11.06,1928.17
3121,2006.11.03,1937.55
3122,2006.11.02,1914.41
3123,2006.11.01,1904.41
3124,2006.10.31,1900.87
3125,2006.10.30,1889.7
3126,2006.10.27,1894.04
3127,2006.10.26,1870.72
3128,2006.10.25,1860.83
3129,2006.10.24,1878.1
3130,2006.10.23,1890.18
3131,2006.10.20,1884.04
3132,2006.10.19,1899.5
3133,2006.10.18,1911.33
3134,2006.10.17,1908.51
3135,2006.10.16,1925.2
3136,2006.10.13,1912.78
3137,2006.10.12,1934.85
3138,2006.10.11,1932.9
3139,2006.10.10,1940.02
3140,2006.10.09,1935.18
3141,2006.10.04,1947.04
3142,2006.10.02,1949.62
3143,2006.09.29,1957.45
3144,2006.09.28,1957.42
3145,2006.09.27,1964.62
3146,2006.09.26,1975.44
3147,2006.09.25,2002.77
3148,2006.09.22,1995.04
3149,2006.09.21,1983.07
3150,2006.09.20,1993.09
3151,2006.09.19,1999.5
3152,2006.09.18,1980.42
3153,2006.09.15,1981.82
3154,2006.09.14,1982.25
3155,2006.09.13,1987.35
3156,2006.09.12,1997.05
3157,2006.09.11,2031.1
3158,2006.09.08,2019.41
3159,2006.09.07,2011.94
3160,2006.09.06,2011.25
3161,2006.09.05,1997.94
3162,2006.09.04,1991.81
3163,2006.09.01,2006.8
3164,2006.08.31,1996.67
3165,2006.08.30,2007.04
3166,2006.08.29,1983.74
3167,2006.08.28,1977.45
3168,2006.08.25,1974.27
3169,2006.08.24,1987.85
3170,2006.08.23,1986.86
3171,2006.08.22,1996.52
3172,2006.08.21,1980.41
3173,2006.08.18,1964.48
3174,2006.08.17,1946.69
3175,2006.08.16,1939.71
3176,2006.08.14,1955.96
3177,2006.08.11,1964.43
3178,2006.08.10,1961.94
3179,2006.08.09,1957.79
3180,2006.08.08,1953.21
3181,2006.08.07,1938.18
3182,2006.08.04,1936.19
3183,2006.08.03,1931.77
3184,2006.08.02,1950.9
3185,2006.08.01,1945.79
3186,2006.07.31,1976.07
3187,2006.07.28,1979.61
3188,2006.07.27,1981.18
3189,2006.07.26,1981.91
3190,2006.07.25,1985.83
3191,2006.07.24,2024.64
3192,2006.07.21,2015.22
3193,2006.07.20,2018.89
3194,2006.07.19,2009.52
3195,2006.07.18,2000.01
3196,2006.07.14,2004.04
3197,2006.07.13,2026.49
3198,2006.07.12,2013.15
3199,2006.07.11,2016.61
3200,2006.07.10,2020.74
3201,2006.07.07,2004.4
3202,2006.07.06,2006.01
3203,2006.07.05,2003.35
3204,2006.07.04,1993.34
3205,2006.07.03,1999.73
3206,2006.06.30,2002.13
3207,2006.06.29,1986.5
3208,2006.06.28,1968.18
3209,2006.06.27,1978.56
3210,2006.06.26,1959.41
3211,2006.06.23,1950.82
3212,2006.06.22,1948.71
3213,2006.06.21,1977.67
3214,2006.06.20,1983.7
3215,2006.06.19,1993.44
3216,2006.06.16,1993.52
3217,2006.06.15,2004.89
3218,2006.06.14,1995.99
3219,2006.06.13,1986.15
3220,2006.06.12,1983.22
3221,2006.06.09,1959.45
3222,2006.06.08,1927.23
3223,2006.06.07,1918.69
3224,2006.06.05,1920.74
3225,2006.06.02,1935.58
3226,2006.06.01,1949.8
3227,2006.05.30,1924.23
3228,2006.05.29,1920.45
3229,2006.05.26,1922.21
3230,2006.05.25,1923.84
3231,2006.05.24,1900.06
3232,2006.05.23,1906.75
3233,2006.05.22,1926.31
3234,2006.05.19,1918.63
3235,2006.05.18,1935.31
3236,2006.05.17,1951.6
3237,2006.05.16,1944.56
3238,2006.05.15,1940.7
3239,2006.05.12,1963.95
3240,2006.05.11,1957.21
3241,2006.05.10,1965.71
3242,2006.05.09,1961.48
3243,2006.05.08,1954.35
3244,2006.05.04,1956.45
3245,2006.05.03,1979.45
3246,2006.05.02,1944.75
3247,2006.04.28,1948.7
3248,2006.04.27,1968.83
3249,2006.04.26,1971.26
3250,2006.04.25,1986.81
3251,2006.04.24,1982.43
3252,2006.04.21,1981.09
3253,2006.04.20,1993.83
3254,2006.04.19,1969.19
3255,2006.04.18,1973.45
3256,2006.04.17,1979.97
3257,2006.04.14,1986.22
3258,2006.04.13,2001.2
3259,2006.04.12,2000.1
3260,2006.04.11,2001.05
3261,2006.04.10,1989.57
3262,2006.04.07,1989.51
3263,2006.04.06,1959.19
3264,2006.04.05,1923.85
3265,2006.04.04,1932.7
3266,2006.04.03,1920.68
3267,2006.03.31,1909.91
3268,2006.03.30,1882.73
3269,2006.03.29,1889.24
3270,2006.03.28,1883.1
3271,2006.03.27,1900.62
3272,2006.03.24,1888.31
3273,2006.03.23,1850.49
3274,2006.03.22,1822.83
3275,2006.03.21,1799.01
3276,2006.03.20,1780.63
3277,2006.03.17,1783.45
3278,2006.03.16,1834.7
3279,2006.03.15,1863.32
3280,2006.03.14,1855.73
3281,2006.03.13,1855.02
3282,2006.03.10,1824.66
3283,2006.03.09,1839.14
3284,2006.03.08,1833.31
3285,2006.03.07,1816.85
3286,2006.03.06,1830.35
3287,2006.03.03,1824.16
3288,2006.03.02,1877.6
3289,2006.02.28,1869.98
3290,2006.02.27,1875.16
3291,2006.02.24,1866.36
3292,2006.02.23,1887.49
3293,2006.02.22,1875.48
3294,2006.02.21,1871.41
3295,2006.02.20,1880.35
3296,2006.02.17,1904.15
3297,2006.02.16,1912.08
3298,2006.02.15,1909.61
3299,2006.02.14,1910.81
3300,2006.02.13,1899.89
3301,2006.02.10,1917.05
3302,2006.02.09,1914.03
3303,2006.02.08,1920.74
3304,2006.02.07,1923.38
3305,2006.02.06,1916.22
3306,2006.02.03,1906.62
3307,2006.02.02,1878.33
3308,2006.02.01,1883.97
3309,2006.01.31,1880.71
3310,2006.01.27,1884.83
3311,2006.01.26,1913.03
3312,2006.01.25,1923.91
